指标名称,焦煤：竞拍流拍率（日）
2022-09-12 00:00:00,0.0
2022-09-09 00:00:00,0.0
2022-09-08 00:00:00,16.93
2022-09-07 00:00:00,41.03
2022-09-06 00:00:00,2.01
2022-09-05 00:00:00,13.08
2022-09-02 00:00:00,10.26
2022-09-01 00:00:00,14.83
2022-08-31 00:00:00,17.13
2022-08-30 00:00:00,4.51
2022-08-29 00:00:00,29.69
2022-08-26 00:00:00,43.23
2022-08-25 00:00:00,8.39
2022-08-24 00:00:00,16.39
2022-08-23 00:00:00,9.48
2022-08-22 00:00:00,12.5
2022-08-19 00:00:00,56.04
2022-08-18 00:00:00,1.48
2022-08-17 00:00:00,0.0
2022-08-16 00:00:00,2.46
2022-08-15 00:00:00,4.19
2022-08-05 00:00:00,18.02
2022-08-04 00:00:00,0.0
2022-08-03 00:00:00,5.73
2022-08-02 00:00:00,19.98
2022-08-01 00:00:00,1.01
2022-07-29 00:00:00,79.69
2022-07-28 00:00:00,79.07
2022-07-27 00:00:00,39.02
2022-07-26 00:00:00,53.12
2022-07-25 00:00:00,47.07
2022-07-22 00:00:00,45.74
2022-07-21 00:00:00,70.56
2022-07-20 00:00:00,28.62
2022-07-19 00:00:00,41.96
2022-07-18 00:00:00,36.36
2022-07-15 00:00:00,14.83
2022-07-14 00:00:00,16.24
2022-07-13 00:00:00,36.57
2022-07-12 00:00:00,4.68
2022-07-11 00:00:00,39.55
2022-07-08 00:00:00,23.74
2022-07-07 00:00:00,12.23
2022-07-06 00:00:00,25.0
2022-07-05 00:00:00,9.46
2022-07-04 00:00:00,0.0
2022-07-01 00:00:00,5.63
2022-06-30 00:00:00,0.0
2022-06-29 00:00:00,0.0
2022-06-28 00:00:00,12.87
2022-06-27 00:00:00,10.49
2022-06-24 00:00:00,7.22
2022-06-23 00:00:00,3.67
2022-06-22 00:00:00,83.25
2022-06-21 00:00:00,33.18
2022-06-20 00:00:00,74.15
2022-06-17 00:00:00,20.0
2022-06-16 00:00:00,0.39
2022-06-15 00:00:00,12.72
2022-06-14 00:00:00,0.0
2022-06-13 00:00:00,0.0
2022-06-10 00:00:00,0.8
2022-06-09 00:00:00,1.46
2022-06-08 00:00:00,0.0
2022-06-07 00:00:00,3.21
2022-06-06 00:00:00,11.03
2022-06-02 00:00:00,12.01
2022-06-01 00:00:00,53.85
2022-05-31 00:00:00,7.78
2022-05-30 00:00:00,11.81
2022-05-27 00:00:00,6.48
2022-05-26 00:00:00,29.72
2022-05-25 00:00:00,7.31
2022-05-24 00:00:00,30.05
2022-05-23 00:00:00,13.25
2022-05-20 00:00:00,8.98
2022-05-19 00:00:00,11.78
2022-05-18 00:00:00,37.5
2022-05-17 00:00:00,4.69
2022-05-16 00:00:00,39.58
2022-05-13 00:00:00,15.52
2022-05-12 00:00:00,57.31
2022-05-11 00:00:00,39.15
2022-05-10 00:00:00,58.09
2022-05-09 00:00:00,58.6
2022-05-06 00:00:00,14.19
2022-05-05 00:00:00,52.17
2022-05-02 00:00:00,12.12
2022-04-29 00:00:00,19.88
2022-04-28 00:00:00,43.71
2022-04-27 00:00:00,50.0
2022-04-26 00:00:00,34.1
2022-04-25 00:00:00,18.6
2022-04-22 00:00:00,0.0
2022-04-21 00:00:00,2.22
2022-04-20 00:00:00,0.0
2022-04-19 00:00:00,0.0
2022-04-18 00:00:00,0.0
2022-04-15 00:00:00,2.42
2022-04-14 00:00:00,11.24
2022-04-13 00:00:00,0.0
2022-04-12 00:00:00,6.37
2022-04-11 00:00:00,0.0
2022-04-08 00:00:00,0.0
2022-04-07 00:00:00,12.83
2022-04-06 00:00:00,0.0
2022-04-05 00:00:00,0.0
2022-04-01 00:00:00,0.0
2022-03-31 00:00:00,0.0
2022-03-30 00:00:00,50.91
2022-03-29 00:00:00,0.0
2022-03-28 00:00:00,0.0
2022-03-25 00:00:00,40.43
2022-03-24 00:00:00,58.4
2022-03-23 00:00:00,63.35
2022-03-22 00:00:00,57.27
2022-03-21 00:00:00,0.0
2022-03-16 00:00:00,65.0
2022-03-15 00:00:00,34.88
