指标名称,美国：季调失业率（月）
1957-07-31 00:00:00,4.2
1957-06-30 00:00:00,4.3
1957-05-31 00:00:00,4.1
1957-04-30 00:00:00,3.9
1957-03-31 00:00:00,3.7
1957-02-28 00:00:00,3.9
1957-01-31 00:00:00,4.2
1956-12-31 00:00:00,4.2
1956-11-30 00:00:00,4.3
1956-10-31 00:00:00,3.9
1956-09-30 00:00:00,3.9
1956-08-31 00:00:00,4.1
1956-07-31 00:00:00,4.4
1956-06-30 00:00:00,4.3
1956-05-31 00:00:00,4.3
1956-04-30 00:00:00,4.0
1956-03-31 00:00:00,4.2
1956-02-29 00:00:00,3.9
1956-01-31 00:00:00,4.0
1955-12-31 00:00:00,4.2
1955-11-30 00:00:00,4.2
1955-10-31 00:00:00,4.3
1955-09-30 00:00:00,4.1
1955-08-31 00:00:00,4.2
1955-07-31 00:00:00,4.0
1955-06-30 00:00:00,4.2
1955-05-31 00:00:00,4.3
1955-04-30 00:00:00,4.7
1955-03-31 00:00:00,4.6
1955-02-28 00:00:00,4.7
1955-01-31 00:00:00,4.9
1954-12-31 00:00:00,5.0
1954-11-30 00:00:00,5.3
1954-10-31 00:00:00,5.7
1954-09-30 00:00:00,6.1
1954-08-31 00:00:00,6.0
1954-07-31 00:00:00,5.8
1954-06-30 00:00:00,5.6
1954-05-31 00:00:00,5.9
1954-04-30 00:00:00,5.9
1954-03-31 00:00:00,5.7
1954-02-28 00:00:00,5.2
1954-01-31 00:00:00,4.9
1953-12-31 00:00:00,4.5
1953-11-30 00:00:00,3.5
1953-10-31 00:00:00,3.1
1953-09-30 00:00:00,2.9
1953-08-31 00:00:00,2.7
1953-07-31 00:00:00,2.6
1953-06-30 00:00:00,2.5
1953-05-31 00:00:00,2.5
1953-04-30 00:00:00,2.7
1953-03-31 00:00:00,2.6
1953-02-28 00:00:00,2.6
1953-01-31 00:00:00,2.9
1952-12-31 00:00:00,2.7
1952-11-30 00:00:00,2.8
1952-10-31 00:00:00,3.0
1952-09-30 00:00:00,3.1
1952-08-31 00:00:00,3.4
1952-07-31 00:00:00,3.2
1952-06-30 00:00:00,3.0
1952-05-31 00:00:00,3.0
1952-04-30 00:00:00,2.9
1952-03-31 00:00:00,2.9
1952-02-29 00:00:00,3.1
1952-01-31 00:00:00,3.2
1951-12-31 00:00:00,3.1
1951-11-30 00:00:00,3.5
1951-10-31 00:00:00,3.5
1951-09-30 00:00:00,3.3
1951-08-31 00:00:00,3.1
1951-07-31 00:00:00,3.1
1951-06-30 00:00:00,3.2
1951-05-31 00:00:00,3.0
1951-04-30 00:00:00,3.1
1951-03-31 00:00:00,3.4
1951-02-28 00:00:00,3.4
1951-01-31 00:00:00,3.7
1950-12-31 00:00:00,4.3
1950-11-30 00:00:00,4.2
1950-10-31 00:00:00,4.2
1950-09-30 00:00:00,4.4
1950-08-31 00:00:00,4.5
1950-07-31 00:00:00,5.0
1950-06-30 00:00:00,5.4
1950-05-31 00:00:00,5.5
1950-04-30 00:00:00,5.8
1950-03-31 00:00:00,6.3
1950-02-28 00:00:00,6.4
1950-01-31 00:00:00,6.5
1949-12-31 00:00:00,6.6
1949-11-30 00:00:00,6.4
1949-10-31 00:00:00,7.9
1949-09-30 00:00:00,6.6
1949-08-31 00:00:00,6.8
1949-07-31 00:00:00,6.7
1949-06-30 00:00:00,6.2
1949-05-31 00:00:00,6.1
1949-04-30 00:00:00,5.3
1949-03-31 00:00:00,5.0
1949-02-28 00:00:00,4.7
1949-01-31 00:00:00,4.3
1948-12-31 00:00:00,4.0
1948-11-30 00:00:00,3.8
1948-10-31 00:00:00,3.7
1948-09-30 00:00:00,3.8
1948-08-31 00:00:00,3.9
1948-07-31 00:00:00,3.6
1948-06-30 00:00:00,3.6
1948-05-31 00:00:00,3.5
1948-04-30 00:00:00,3.9
1948-03-31 00:00:00,4.0
1948-02-29 00:00:00,3.8
1948-01-31 00:00:00,3.4
